Ano,Mês,UF,IMPOSTO SOBRE IMPORTAÇÃO,IMPOSTO SOBRE EXPORTAÇÃO,IPI - FUMO,IPI - BEBIDAS,IPI - AUTOMÓVEIS,IPI - VINCULADO À IMPORTACAO,IPI - OUTROS,IRPF,IRPJ - ENTIDADES FINANCEIRAS,IRPJ - DEMAIS EMPRESAS,IRRF - RENDIMENTOS DO TRABALHO,IRRF - RENDIMENTOS DO CAPITAL,IRRF - REMESSAS P/ EXTERIOR,IRRF - OUTROS RENDIMENTOS,IMPOSTO S/ OPERAÇÕES FINANCEIRAS,IMPOSTO TERRITORIAL RURAL,IMPOSTO PROVIS.S/ MOVIMENT. FINANC. - IPMF,CPMF,COFINS,COFINS - FINANCEIRAS,COFINS - DEMAIS,CONTRIBUIÇÃO PARA O PIS/PASEP,CONTRIBUIÇÃO PARA O PIS/PASEP - FINANCEIRAS,CONTRIBUIÇÃO PARA O PIS/PASEP - DEMAIS,CSLL,CSLL - FINANCEIRAS,CSLL - DEMAIS,CIDE-COMBUSTÍVEIS (parc. não dedutível),CIDE-COMBUSTÍVEIS,CONTRIBUIÇÃO PLANO SEG. SOC. SERVIDORES,CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público,CONTRIBUICÕES PARA FUNDAF,REFIS,PAES,"RETENÇÃO NA FONTE - LEI 10.833, Art. 30",PAGAMENTO UNIFICADO,OUTRAS RECEITAS ADMINISTRADAS,DEMAIS RECEITAS,RECEITA PREVIDENCIÁRIA,RECEITA PREVIDENCIÁRIA - PRÓPRIA,RECEITA PREVIDENCIÁRIA - DEMAIS,ADMINISTRADAS POR OUTROS ÓRGÃOS
2011,Março,MG,41393608.11,1619.81,112508624,"13230161,41","136793691,6","29838408,45","103822190,3","55998516,02","114908172,8","393272398,6","257931706,6","29728425,2","37631312,51","27590970,98","38728826,92","1149858,87",,"2604964,65",,"6051271,02","628494149,9",,"1436465,6","185666731,3",,"86089134,85","169223045,1",,"23,53",,"88084192,95","2566438,62",,,,,"52439223,91",,,,,"109912836,2"
2011,Abril,MG,36809263.77,9446.91,"146691226,7","12453750,98","140438543,4","23860701,08",114697563,"429984862,6","9271521,78","701995372,3",253887603,"37239438,01","30834972,23","26400643,22","78161502,85","1223928,47",,"2374562,05",,5924219,678469375,,"1595680,49","197226810,8",,"4851584,8","335513767,6",,"558,72",,"79267098,39","2280964,56",,,,,"49881780,42",,,,,"22384359,23"
2011,Maio,MG,44289583.05,2251.56,"138215413,8","13366985,42",121763055,"26230605,44","114587453,1","153724320,9","10206966,87","349228611,6","254212123,9","31556455,45","37242122,93","26420251,37","64146545,36","1378928,18",,"2382399,4",,"4049565,97","672630467,5",,"1550104,27","200193420,8",,"4905723,05","156419729,1",,"1130,6",,"80884134,21","9810374,9",,,,,"88512050,03",,,,,"24497855,35"
2011,Junho,MG,41618734.57,4304.0,"170436386,2","13095838,58","153715134,4","25686549,14","115183711,7","124624464,3","11378680,28","369976522,6","316557901,4","32493556,55","26824028,21","27922833,36","64679062,78","2400088,41",,"2382919,5",,"5797373,4","691304593,7",,"1111174,67","194154698,3",,"7225699,5","163483145,8",,"1271,67",,"81274255,95","7240096,01",,,,,"248958112,2",,,,,"34290435,31"
2011,Julho,MG,66259177.0,6394.0,167794416,15999904,154842707,26565797,98062207,116704386,6519896,654877234,236821211,46932931,50637849,28976681,76878000,2879878,,2426591,,7073602,700445950,,2275451,206085592,,3750547,334355804,,-1100,,78765222,4752752,,,,,157109401,,,,,29785167
2011,Agosto,MG,50684147.82,-8640.71,"158872365,4","14603146,14","138820902,7","34846826,03","90070669,15","115678368,3","12824083,16","435253346,7",238270963,"41790419,88","31003337,28","30121627,63","73870626,12","2417605,62",,"2579209,45",,"6205765,42","702672763,8",,"2164769,27","203633365,2",,"7191736,05","206224237,3",,1000,,"79640836,33","7570291,94",,,,,"112010868,2",,,,,"26138267,02"
2011,Setembro,MG,53566969.97,1477.81,"161666950,8","16678886,73","122163052,7","34047875,47","97829401,75","139506556,7","5333865,69","412405777,6","226778180,2","33332490,91","41864258,6","29115627,66","87516402,19","46004191,51",,"2896701,75",,"5361547,29",718064825,,"1004712,36","211003268,9",,"2955217,72",188287304,,"2069,09",,"80016040,52","9947428,56",,,,,"104671958,1",,,,,"31774266,75"
2011,Outubro,MG,66206541.88,8639.19,"161038216,1","16855884,38","140150204,6","42675483,57","105795757,4","111691333,2","4550844,65","649440998,8","239398047,3","83452643,24","44872201,93","28344742,02","76907084,67","9769464,26",,"2686725,72",,"5565375,23","764777470,1",,"2107962,72","219330940,9",,"2607236,26","354502778,4",,"1485,53",,"79972507,18","6073519,29",,,,,"114134466,6",,,,,"25441564,27"
2011,Novembro,MG,60713542.89,1842.41,"169397468,9","17227150,69","81832239,6","46205321,11",114762579,"111495069,7","7569281,69","433808821,6","272173491,9","38416572,43","25955805,62","27495321,04","65588346,06","5981758,21",,"5015196,18",,"6379725,14","745846069,5",,"1969029,26","215120168,3",,"3987635,02","205876973,7",,"1200,63",,"141315559,1","8808693,21",,,,,"84686415,27",,,,,"25851727,34"
2011,Dezembro,MG,69282077.4,-413.79,"164781922,8","1933165,8","106885457,1","34551260,29","94103179,34","88802636,89","7118129,48",368261330,"289783898,3","72826676,31","54592014,94","30074581,62","84806975,36","4094125,7",,"2598510,88",,"5544694,01","743175688,1",,"2424081,29","208688174,4",,"2067219,43","183094528,3",,"5789,2",,"108106194,5","8074934,02",,,,,"97793460,48",,,,,"29538382,34"
2012,Janeiro,MG,51866145.08,-144.45,"186791368,3","34364820,43","129050475,1","41223985,94","91605142,9","78077829,21","17631624,41",1443827215,"428395203,9","83662015,31","76518147,29","36099587,03","120536720,3","2177044,66",,"3511342,97",,"7373310,82","859723034,5",,"1541420,29","261858205,7",,"19583791,41","646580025,5",,1000,,"85663790,33","3853760,26",,,,,"98715198,34",,,,,"21926634,59"
2012,Fevereiro,MG,47849020.08,-12259.11,"168389892,4","16717018,45","96710900,75","31417112,02","78477509,29","58534258,89","5825439,47","386797259,9","233577108,1","53203983,54","23656155,75","26941219,27","81496597,24","2854933,64",,"2898391,36",,"5770199,28","599360735,9",,"2218717,43","199578398,7",,"2945189,2","155699221,4",,"1136,24",,"77566314,22","5091223,93",,,,,"84858533,02",,,,,"26811227,35"
2012,Março,MG,60270488.29,6510.93,"168626270,4","20441816,2",104971461,"39429463,43","75767916,88","58926672,03","7067628,5","564934913,3","290854609,7","35575030,22","44874552,52","28030409,29","94937848,79","4262981,37",,"2520797,96",,"5301553,05","720174755,3",,"1219356,03","209465851,6",,"3262225,32","224989921,5",,"1000,9",,80786332,"6422169,39",,,,,"90715215,12",,,,,"30261161,18"
2012,Abril,MG,55077499.44,3941.1,"243761850,7","15729011,87","147912608,2","41557211,57","93017494,12","489799848,6","5830828,88","673371721,1","280518411,8","35281295,35","43602340,75",29058931,"81237898,41","1655481,68",,"2689321,16",,"6240023,59","751005989,7",,"1409635,27","219577653,5",,"3386626,84",355486423,,1300,,"83271836,83","5542636,86",,,,,"78498586,66",,,,,"23764393,19"
2012,Maio,MG,72799961.53,-268.67,"265954477,9","15909596,19","128271335,5","50101454,2","92149184,08","176515194,6","9229057,33","358607397,9","291346291,3","37088187,77","30203720,94","28901263,27","63677726,82","2821252,57",,,,"6174967,2","668737743,2",,"3433047,91","220620261,3",,"3910464,39","165948979,8",,-15200,,"85488702,27","5019580,23",,,,,"84765373,15",,,,,"30278054,16"
2012,Junho,MG,77222174.42,171.49,"75720661,46","15543968,98","-5424603,3","51753928,99","112355030,7","165562158,1","9946385,17","404202394,7","266152324,1","37290398,4","43734016,49","31031518,96","61689421,92","2845199,48",,,,"5931993,13","778756119,7",,"1693637,81","223965381,5",,"3252812,58","203650961,7",,"28540,49",,"88878947,78","6429519,87",,,,,"16543416,69",,,,,"27792488,97"
2012,Julho,MG,90217355.55,1110.22,"103373241,2","16264229,46","37596369,23","81183073,22","91374001,28","141507827,2","10187927,41","823765736,8","276645694,6","50842074,61","66040907,9","31492664,78","59182469,7","2655492,31",,,,"6902898,06","798073911,8",,"2440052,75",226785607,,"6318369,73","411752298,3",,"12413,5",,"83652809,12","7912921,26",,,,,"25107270,41",,,,,"34922911,01"
2012,Agosto,MG,80656087.73,7471.07,"173285805,2","15338232,22","35709411,61","60547628,5","90935719,22","131202127,8","6703206,42","442746477,9","254383516,2","36273425,93","29633621,8","30065716,42","55466698,49","2065866,96",,,,"5623421,31","781808687,4",,"780067,05","223208001,4",,"2439388,23","204360972,6",,"11637,16",,"84027384,03","2275562,43",,,,,"21863118,68",,,,,"26482802,77"
2012,Setembro,MG,67948294.93,5612.49,"156283769,9","18695729,63","54927141,78","55122607,52","93272389,54",133764554,"10762323,34","459903367,7","255295881,1","39241643,5","57389796,69","30336579,16","63934019,77","52841269,42",,,,"6937017,02","829555817,4",,"2669826,82","239082847,1",,"5086332,8","205071685,8",,"6124,14",,"83568221,93","13969780,24",,,,,"21764427,09",,,,,"32071910,27"
2012,Outubro,MG,86681500.88,22445.06,"180721677,9","10440609,3","47884397,44","70112814,52","88591307,87","128174689,8","10752741,66",726798681,256765596,"40973116,53","57400687,93","32265082,19","58110350,51","7185772,34",,,,"6151000,36","833343556,5",,1796608,234922666,,"4981110,96","396411641,9",,"11749,53",,"85013130,16","1611424,85",,,,,"38558770,85",,,,,"31363794,05"
2012,Novembro,MG,74503040.69,1708.31,"244943681,5","24011928,31","52318822,75","55755215,06","88184702,11","116976695,3","8164153,5","351581693,7",322817394,"36490213,78","33908681,94","32218059,63","60034635,18","6226227,79",,,,"7047279,97","854981531,5",,"2491196,69","236640692,8",,"3562066,4","193573296,9",,"11805,27",,"169043132,1","611700,99",,,,,"24988905,52",,,,,"32154225,83"
2012,Dezembro,MG,57758452.57,2799.43,"169275860,3","3347541,32","51941074,1","27942212,07","109667894,9","82339116,21","8843328,23","356074799,3","317731681,6","120670960,5","95315371,19","38794969,11","67121329,88","4471356,19",,,,"4545959,46","874877632,9",,"1964737,53","250412295,4",,"5291443,96","192145421,4",,"6535,56",,"87668136,05","3123018,37",,,,,"20942112,66",,,,,"32175749,32"
2013,Janeiro,MG,71858071.34,5500.49,"521846903,4","26302376,86","29051696,98","38655251,27","122638413,2","85874208,9","18885066,53",1485511499,"443795832,2","169417603,1","166539516,5","38705922,74","58943574,82","1733307,94",,,,"7370651,88","874347902,5",,"2622464,38","267822927,2",,"13816171,03","669091844,5",,"11905,74",,"74799621,55","476256,03",,,,,"19092035,83",,,1900699482,"185080902,6","43583622,42"
2013,Fevereiro,MG,58367572.05,1594.81,"43345937,49","23591089,19","71212158,16","30260365,18","86450696,07","70599287,47","11644750,3","449090647,7",259755762,"28480129,51","41185701,15","31828208,97","77895868,95","1869877,57",,,,"7631946,21","761128787,6",,"2716587,02","248575866,7",,"5410443,2","216418677,4",,"11960,56",,"97261718,54","6213172,92",,,,,"21406067,8",,,1859069578,"179443530,1","27560163,14"
2013,Março,MG,63788939.54,4206.86,"126424772,4","17598247,82","16758032,31","31907909,65","80540067,15","86010177,79","12996792,33","497634047,1","308508297,6","35263470,05","57715579,11","31586947,29",102490641,"1985688,44",,,,"5279887,25","754957677,2",,"4068749,47","226171552,8",,"6123642,31","213581916,5",,"13996,62",,"97115959,91","6243783,62",,,,,"26652601,87",,,1852486918,"180470207,5","-581089706,1"
2013,Abril,MG,77529730.83,6514.44,"260519022,7","16987641,77","60068614,58","47768554,93",102278688,"579431920,3","27658769,76",730664204,"295372514,8","48032359,6","62037836,49","34755408,96","76045661,85","3963417,64",,,,"5746934,57","894994880,4",,"3020923,27","255690990,6",,"13785933,85","392037702,6",,"11888,25",,"94047209,71","6114887,98",,,,,"-23861285,31",,,1936053400,"182238764,8","33256721,09"
2013,Maio,MG,61985436.6,-133.01,232273114,"20742297,7","66047164,38","30461279,96","104745842,6","210322725,7","9220935,44","418832505,8","290765745,9","53533217,5","39541319,29","34805743,29","76400656,95","2081690,93",,,,"6058003,16","820129401,2",,"3039521,57","242883158,2",,"9135661,77","195523249,2",,"15927,25",,"99217261,19","5449390,17",,,,,"16524431,33",,,1984059623,"203345515,7","27924218,19"
2013,Junho,MG,92209815.48,3139.28,"224050477,2","17958140,42","53722493,05","58963798,7","114188879,9","161819940,6","4286423,23","370119461,3","299362235,2","45754964,3","40481268,65","36193167,95","79986465,84","2017410,49",,,,"5779886,91","825002417,7",,"2736324,5","256607767,7",,"1669480,06","202515129,3",,"5461,86",,"98393498,56","6977010,89",,,,,"12611434,5",,,1924834687,"212931903,8","38047980,1"
2013,Julho,MG,85110206.2,7298.71,"221540555,4","20015473,71","71720009,95","41281245,73","95960816,45","163171794,2","6963597,31","713448420,4","300938917,8","66455030,08","78320164,83","37032110,4","71632675,73","4985876,9",,,,"4088504,79",856158763,,"3826026,81","245767513,6",,"3157383,08","403499250,2",,"12797,74",,"94495450,81","6932714,21",,,,,"23223317,61",,,1969882034,"213533230,7","33903110,5"
2013,Agosto,MG,87039273.37,5672.71,"229616832,9","20367792,21","3542178,2","41403992,48","87637579,33","145909059,8","6802482,28","311404220,6","302142550,1","55082581,42","45336354,37","38065971,67","69170551,44","2513222,93",,,,"7363082,16","796483909,6",,"3018878,9","237143440,5",,"8927276,67","183431011,2",,"5920,41",,"95755716,69","4992782,96",,,,,"29828210,13",,,2025669811,"194205069,7","34274001,47"
2013,Setembro,MG,100057601.0,6599.0,172890091,22387057,70074139,47337873,101970368,139931475,7131120,351081150,285647824,62854281,50196282,35475718,75581202,60296736,,,,8623072,837686040,,1898084,246212292,,3543572,201274707,,5974,,97087066,5252581,,,,,23645635,,,2008011302,201750709,37385657
2013,Outubro,MG,120767837.0,5712.0,224277154,1927484,48658294,95679142,114961215,142797426,9276393,804898151,307889124,46324566,70522861,33919038,60664667,14324003,,,,8713150,854803515,,1308698,245703527,,5214411,652311900,,5918,,97037207,6810158,,,,,16774010,,,2054823596,198053235,38189806
2013,Novembro,MG,86957714.0,3711.0,244881883,2606512,42478592,50872811,128151026,150493208,5798449,494967261,356396019,49846654,54341450,41595644,60227476,6117144,,,,7679464,825028318,,2384572,243218703,,3049801,259966042,,5953,,194131862,7538915,,,,,969296091,,,2027648961,202825855,28925685
2013,Dezembro,MG,82357798.0,478.0,180686950,2113731,33987110,36612197,124347525,99902002,7201176,546234545,347886239,161957795,98635177,76251500,59079753,8767661,,,,8467663,978714510,,1341367,280105947,,3599341,268543760,,5984,,78115646,898084,,,,,79698751,,,3001488205,186936818,46898928
2014,Janeiro,MG,104998720.0,3108.0,726381115,28900665,58389618,51383293,106025789,77075425,16559201,1515547588,550671858,109329337,86042632,39677854,51459012,1705976,,,,8108455,872606541,,1775039,405871965,,16005076,702691611,,6019,,129841341,753716,,,,,34631790,,,1904879749,189609807,12015890
2014,Fevereiro,MG,78863546.0,-347.0,51525508,21797289,65759114,39414094,110426654,99348414,9901218,375223057,305686111,45300911,42466789,36166220,58747033,2217609,,,,5471983,766190084,,1052721,248353469,,5672957,200843110,,6916,,99008937,4421776,,,,,39009619,,,1707938515,327822984,58581243
2014,Março,MG,76513446.0,4704.0,117185027,25025037,63413995,41032052,105552609,77964055,3503949,676462157,321406518,39052631,36315026,32644686,36073200,1385920,,,,6353474,737659478,,1063766,223008711,,2868569,336755658,,6090,,103158417,6040853,,,,,34820588,,,1748014836,195353375,35587992
2014,Abril,MG,87216005.0,1116.0,205790547,22149162,65428677,40755895,123389803,624238644,11885375,953572303,348391419,48672716,39037902,38519710,44004385,1973015,,,,7351732,839293091,,1267365,251514881,,7781803,465381508,,6124,,112176643,3654033,,,,,33588145,,,1851862994,193253741,33013560
2014,Maio,MG,68035548.0,2511.0,293356112,19815166,60154861,38281285,124245758,225643098,3844798,494480529,336194541,45681884,62100146,34223739,43388357,2150438,,,,6117999,851353102,,939972,251166801,,2145037,295009128,,6159,,108143491,4941578,,,,,36146187,,,1895004016,189739309,34718242
2014,Junho,MG,71733090.0,2770.0,231745787,22994256,-683502,44273416,114619559,176124597,3912275,401240610,369079286,49379546,32510710,35137055,42818780,1449200,,,,7268915,919411923,,1100989,259600571,,2110836,295066792,,6197,,106475093,8274079,,,,,39386492,,,1927007594,198118275,61701853
2014,Julho,MG,74162423.0,3112.0,295524960,22007127,66030970,37014976,96199972,168687152,5980196,861232537,336777873,49533164,57503154,35820691,40319448,2814482,,,,8028671,836173484,,1240163,242895099,,3647561,503886880,,6233,,111464911,4030986,,,,,50657569,,,1933205344,201014371,31928971
2014,Agosto,MG,77738586.0,-1619.0,231339279,36056312,52697288,30872137,116527106,175364764,3355414,350537458,335471613,47723224,58190822,206151921,42766846,4118983,,,,6880267,867417559,,1154912,251940160,,2896554,243785568,,0,,109477885,9304125,,,,,181068714,,,2007050925,195537064,35487807
2014,Setembro,MG,78265397.0,5445.0,238581878,27301757,53945362,38466185,132084004,145771154,4096111,379021262,332352706,40659265,31122527,35192012,41416932,71440396,,,,7151737,909506687,,1062686,258861952,,3427558,226122562,,1000,,110542777,1258832,,,,,121966287,,,1886022641,199974071,38326175
2014,Outubro,MG,109049129.0,37.0,231473975,23781269,87117333,60288366,136197806,139429281,6172277,772508421,343467348,48806472,78219371,37182726,45431931,9883775,,,,6775956,933320825,,1031882,263718275,,3942189,441534652,,6352,,111422525,8087793,,,,,199471158,,,1889438464,207441409,38596321
2014,Novembro,MG,108043139.0,-3739.0,259710706,22825777,62431223,46641786,142916748,152855742,3315577,415331523,412407995,64534701,35501958,37649910,44862485,8024174,,,,8389980,969015121,,1146538,274002650,,1798295,244757329,,6393,,208455337,5174554,,,,,237580544,,,1979827965,200591052,34849306
2014,Dezembro,MG,73267052.0,-295.0,260850375,1562338,4432771,36196823,124623894,94797215,4187358,393199437,436341912,102093691,79073788,40887017,47631678,6311467,,,,6571929,913869657,,1016229,264560872,,2170575,245933832,,6430,,107293237,442136,,,,,128269543,,,2968352775,202882852,35249371
2015,Janeiro,MG,83056550.0,-1029.0,894477627,23785415,8278858,39843104,123786365,114136101,20772736,1567840082,574412885,141564268,83739493,46003957,46093515,1994768,,,,8271063,911352647,,1294664,276616796,,16706957,754569666,,6553,,138465714,,,,,,76918563,,,1823258071,344915520,33048739
2015,Fevereiro,MG,84822290.0,-503.0,20263058,12164537,88381984,37853761,99539840,115247124,5457119,561861790,330808123,45910272,36694782,32248127,68873396,1849005,,,,16120955,834748658,,2578274,265924233,,2857335,319041018,,6513,,122851859,,,,,,70563965,,,1847743579,205324858,40155857
2015,Março,MG,110953272.0,3253.0,94191755,14854274,80412028,58104378,93087516,83168641,4896726,489203249,355783334,48137255,56477945,34237585,62342473,8438065,,,,20522290,783047614,,3292654,237345874,,2519769,230566984,,6618,,120963575,,,,,,61203362,,,1809475441,192815374,35662941
2015,Abril,MG,77780236.0,-816.0,188716231,21700969,12979,38865873,99925494,707731112,6781028,751113797,396981594,45963294,43525369,32664181,62226327,1917692,,,,23623040,789056982,,3789311,240806687,,4150823,406337869,,6594,,119889984,,,,,,68392576,,,1910378025,207162608,32029404
2015,Maio,MG,79352535.0,2639.0,266235196,17431631,15452,43680787,97046428,227244779,6849320,344122815,367615369,47430706,41255343,31972689,65791892,2303992,,,,18305730,802517359,,2916083,245022735,,4073014,195433867,,6635,,124769978,,,,,,81225364,,,1897546908,199906565,33427397
2015,Junho,MG,95353676.82,8233.45,"298099621,3","15214537,04","16753,08","51950884,88","101214312,4","192096959,9","7896497,75","328282811,3","375664816,4","50576808,76","42187309,97","37275256,15","64036177,46","1611266,43",,,,"22261361,99","824973112,9",,"3570145,98","246758049,4",,"4305271,5","187988102,7",,"6678,03",,123140005,,,,,,"56257192,45",,,1908962301,"194398529,3","43865694,56"
2015,Julho,MG,89590163.22,-760.85,"263856157,4","10073976,53",0,"49859475,38","97099212,36","176266123,4","17398350,84","689172336,2","341031858,2","56241392,8","82747422,55","35009544,5","63169289,1","2097912,69",,,,"23300146,06","791928341,4",,"3764177,53","237359508,3",,"10179346,74",396980011,,"144,72",,"122125018,9",,,,,,"71857638,35",,,1901655383,"201789398,5","41129029,6"
2015,Agosto,MG,79507511.03,-817.26,235471950,"15205679,59","13022,94","44058757,04","98674661,56","165336614,1","5474612,75","335390473,8","342057156,9","57491327,71","31314356,09","34981919,62","69880423,22","1697457,44",,,,"21020555,22","829771820,8",,"3359192,7","246041930,2",,"2992059,5","206157494,1",,"295,83",,"121771723,9",,,,,,"71975452,67",,,1910560830,196321779,"33947602,42"
2015,Setembro,MG,87014416.37,118006.79,"305610988,2","16720083,3","4916,04","48337245,96",100017186,"175509967,9","13508381,87","325694427,3","332732177,7","52894479,48","42517768,14","34294407,66","63557059,01","77799663,65",,,,"21934688,43","861703319,7",,"3513977,14","248291991,1",,"9389212,86",200326453,,"8086,63",,"123154022,9",,,,,,"110466866,2",,,1900936709,"199174635,9","50634036,08"
2015,Outubro,MG,94325259.81,-251.2,"247674084,2","7297993,42","12724,98","48898444,69","97116196,81","149725226,1","13975057,87","737293557,1",335207496,"57741368,54","40966784,95","40275890,93","71504958,03","9800642,36",,,,"21662654,4","920431927,5",,"3507601,04",263609605,,"8885201,85","412115261,4",,"147,91",,"124536848,9",,,,,,"84494138,28",,,1857636165,"208453399,3","50058302,39"
2015,Novembro,MG,69069625.46,-901.78,"286271902,9","19989228,66","7811,77","39714921,62","114585728,3",143454101,"5585040,49","370554217,8","391678310,2","49878195,36","40955580,03","40340978,64","62512406,39","7100677,69",,,,"19802023,77","797788822,5",,"3177202,61","240224428,7",,"3807503,65","215693022,9",,"148,95",,"224746963,4",,,,,,"55504707,79",,,1912257164,"190949403,6","41300412,26"
2015,Dezembro,MG,58606612.16,-990.41,"332611570,9","15129314,05","2799,35","39981318,49",121164832,"116695198,1","9014015,71","292445658,7","392185995,6","78719993,23","97979551,02","34357210,28","53959964,3","6863609,31",,,,"18061061,19","795306464,9",,"2861286,39","236381271,2",,"6321171,81","178533561,1",,"149,95",,"146237851,3",,,,,,"76428579,99",,,2871795600,"191851797,7","550671028,1"
2016,Janeiro,MG,85567523.03,-907.34,"501040852,5","7713401,17","5684,39","35449689,74","103446785,8","121511890,4","28698255,36",1774988778,"527045533,7",157148687,"87288471,47","37500746,59","59524179,18","2331548,82",,,,"22034169,34","893624284,6",,"3530190,37",283313226,,"13599695,29","801128190,2",,"151,03",,119603440,,,,,,"58348490,07",,,1882136728,"347611922,1","38575480,53"
2016,Fevereiro,MG,76586050.81,3278.7,"245575954,4","14534319,03","10024,45","40778398,56","86826319,62","63342272,26","13811667,94","331919814,8","313293944,7","59991431,92","47994364,67","31294674,96","62528740,03","2022909,98",,,,"22394267,34","758596827,3",,3550049,"261216960,1",,"10154234,4","245453573,5",,"152,02",,"122183756,2",,,,,,"57419647,17",,,1889930334,"195291188,8","109848687,9"
2016,Março,MG,85830530.82,1616.06,317941418,"19340174,28","14967,17","44294773,89","86245860,26","76824266,92","11458455,98",359697776,"331531762,2","68748063,94","41019322,21","31766641,1","55893551,51","1949819,4",,,,"20424868,26","775881818,7",,"3249593,94","244336239,7",,"10267039,78","194850643,2",,"152,96",,"124228767,1",,,,,,"67580430,3",,,1929426252,"191737414,3","43442906,88"
2016,Abril,MG,65749399.71,341.58,"313700893,7","15834780,15","10148,51","32060826,04","99061083,24","715972320,2","10446743,45","721332198,6","363528880,4","63687720,43","51588226,57","38622615,6","62460326,43","1986568,63",,,,"22563664,43","781733130,5",,"3572674,9",250410932,,"7713092,15","408447282,6",,"154,05",,"123993528,6",,,,,,"43635976,39",,,1923863481,"205929941,3","38310845,81"
2016,Maio,MG,70487143.95,2531.05,"498972006,8","18219133,39","8618,66","36095555,65","95666545,12","238369505,1","9479691,34","289080998,1","367714541,1","58280558,14","41524338,38","34140475,08","53397019,96","2238299,87",,,,"21126783,24","764188695,5",,"3372833,07","225697760,8",,"6174928,62","176237519,6",,"155,04",,"124082729,6",,,,,,"58290778,92",,,1952914093,"194396054,4","110871933,3"
2016,Junho,MG,72781957.37,1722.75,"150477436,1","18525833,85","9973,33","34978246,19","108763890,7","194603550,1","7323229,72","276578703,3","356019618,2","59444255,82","36423062,05","35923285,45","56022780,52","1789282,24",,,,"21597138,08","804049306,4",,"3431235,73","248019823,3",,"5274049,2","174583478,3",,"156,08",,"125341401,8",,,,,,"67400568,54",,,1995657270,"192650838,9","45699175,45"
2016,Julho,MG,63094083.12,-993.32,"240494233,7","11810128,41","2620,85","30579032,61","107465643,9","180416869,3","10017336,52","720235287,1","344495350,8","69095873,7","57393819,75","32726440,32","61695653,2","2200179,68",,,,"24564755,17","782745557,4",,"3896712,35","248641843,3",,"16815102,93","432315756,9",,"238,75",,"125762179,4",,,,,,"59075888,03",,,1995697495,"194942772,5","37155825,74"
2016,Agosto,MG,80624455.01,1647.51,"289552011,1","18408781,05","12240,29","42951602,92","93305671,62","174246576,4","5098371,09","304464284,9","344296745,6","66660035,36","35884815,78","30923168,12","57208939,77","2590207,65",,,,"22446958,88","831053433,8",,"3606091,37","205367167,9",,"4029158,9","185264768,1",,"855,02",,"131352830,8",,,,,,"48214035,97",,,1973237952,"194081905,4","45062249,34"
2016,Setembro,MG,68304384.7,25246.45,"383514635,3","16100175,03","8719,85","34382533,84","98657339,64","198300899,2","7811343,93","308730713,8","340895565,4","60131226,22","29767845,72","31805331,32","58103240,19","76978911,67",,,,"22283392,2","804510272,4",,"3538843,65","279539163,5",,"5667154,78",196503126,,"127,06",,"133170036,6",,,,,,"57027169,83",,,1928508032,197513537,"52570446,35"
2016,Outubro,MG,66430980.82,2823.08,"352264439,1","22964940,34","17432,6","30722310,92","111026822,5","152835684,4","11565289,01","743129621,7","355380678,8","66600705,48","38625745,08","31351324,43","59343133,4","10656566,53",,,,"21802236,82","823649227,9",,"3460992,06","220300629,7",,"9052419,45","449333986,8",,"160,39",,"133360445,4",,,,,,"34677919,36",,,1801665028,"194624280,5","44686189,39"
2016,Novembro,MG,79264805.54,2054.49,"402359660,1","18892348,27","13440,65","36416316,14","129278595,1","165766889,2","10406138,62","365518539,8","433566248,1","64389848,06","35481085,13","35821342,74","58857934,95","7439535,97",,,,"24304926,23","743083890,8",,"3859547,91",283773139,,"6538947,62","212999201,2",,"198,87",,"244418202,5",,,,,,"149500106,9",,,2124907370,"190224891,8","44599478,54"
2016,Dezembro,MG,62241641.62,-237.39,564981441,"23186476,46","180547,12","29330207,53","116961170,4","112797832,8","9338517,26","345969318,6",422602237,"100052425,6","67432756,26","34653398,78","62135944,86","6184449,31",,,,"19708152,37","802340035,8",,"3345307,7",253305918,,"6318270,51","209615678,9",,"162,35",,"164745231,7",,,,,,"70002489,03",,,3160390086,"191272219,6","45688657,08"
2017,Janeiro,MG,63423870.04,4281.73,"192844911,6","19108541,94","4031,01","33963547,13","103458634,2","84683473,58","18626208,33",1632281296,"606120766,5","185405260,4","43825036,49","40383263,25","61890464,96","2706838,59",,,,"26839093,18","830734164,3",,"4454413,56","291468628,8",,"20238353,34","741459992,5",,"653,61",,"141340425,7",,,,,,"61456333,65",,2249369900,,,"47018416,08"
2017,Fevereiro,MG,54358083.42,-731.36,"330827749,2","22866624,1","4180,97","31983720,68","89734912,48","59335784,07","8552670,52","359457660,4","350294094,3","74964280,49","26594749,46","31930223,26","66267289,65","1652305,34",,,,"24455018,65","724925413,3",,"3880858,9","258459020,8",,"5929849,66","200759668,1",,"1120,53",,137374790,,,,,,"54822563,73",,,1957535997,197781224,"27976980,27"
2017,Março,MG,68950445.14,-825.59,"412203393,1","20691873,35","23223,41","34760025,3","100348251,9","89679900,06","9001399,95","417043393,4","363627836,9","57013787,68","35911562,09","32125770,19","54242757,04","3333721,9",,,,"23212861,92","746480427,1",,"3803557,84","209791416,3",,"5816251,21","219949749,5",,"591,2",,"140736196,1",,,,,,"52300051,53",,,1921315918,"189490885,3","44263088,52"
